"_id"|nombre_ws|idFuente|nombreFuente|numeroValoraciones|valoracion|valoracionMaxima
e4070228-a395-4ef0-a588-7d69a7f07968|Los intocables de Eliot Ness|1|movistarplus|120|3.6|5
7464ca53-9a06-4d01-9222-3e5d6a71fb98|X-Men: Primera generación|1|movistarplus|229|3.9|5
67a4e630-2b02-4b47-886a-f61a0c66d017|Snatch. Cerdos y diamantes|1|movistarplus|1207|4.5|5
9b8470f2-0c9b-40f3-924d-c41ecdec1544|El gran dictador|1|movistarplus|527|4.4|5
5a86b098-adce-4d1e-b30b-94e7b3520852|La ventana indiscreta|1|movistarplus|80|3.3|5
4ec5a28e-7591-4d47-a68b-2308938d59e2|Terminator|1|movistarplus|494|4.4|5
93ecfb3d-5458-42b7-aa92-4b2895895432|X-Men: Apocalipsis|1|movistarplus|1569|3.9|5
1243ab52-bfa3-4bd2-918b-8b756bcb61cd|Cisne negro|1|movistarplus|157|4.3|5
6ea74e27-ff93-4d87-b744-efa9ebda07d3|Piratas del Caribe: El cofre del hombre muerto|1|movistarplus|673|4.1|5
abb2f304-0225-4404-808b-42b3013b20df|La jungla de cristal|1|movistarplus|91|3.3|5
3ffdc3ce-a35e-47fb-8765-d08a616c394f|Sherlock Holmes|1|movistarplus|500|4.3|5
088c3b43-c6ee-4baf-8989-7817fb05af2e|Shutter Island|1|movistarplus|2362|4.3|5
0d3885e1-7328-45e1-a791-b31d48367ed1|El gran Lebowski|1|movistarplus|534|4.0|5
bfe66646-2b58-4db7-a5cf-db3e42d17d92|Los juegos del hambre|1|movistarplus|441|4.0|5
3fa74b84-7c88-4f6d-8c9a-ac9172bc911e|El laberinto del fauno|1|movistarplus|363|3.6|5
27da06cd-827d-4f3b-8c58-78f37ac1c7ba|El cuerpo|1|movistarplus|258|3.5|5
d1a8972e-fd29-4668-80fa-352f27ecbe1d|El efecto mariposa|1|movistarplus|292|4.4|5
505cdee6-dc31-4405-8bc6-2e506df88d84|El desconocido|1|movistarplus|1815|3.8|5
2cdc4635-c2f2-4819-8a2e-412a44531a4a|Lo que el viento se llevó|1|movistarplus|378|3.7|5
dd07e7a2-2e47-43bc-b977-3b87effb4235|El curioso caso de Benjamin Button|1|movistarplus|1129|4.0|5
d1e599c3-f797-4bd4-a0ba-f9501e6453fe|Los puentes de Madison|1|movistarplus|322|3.9|5
b3c8ce76-4e72-432a-bc6b-79fde883ab6e|Mad Max: Furia en la carretera|1|movistarplus|1876|3.9|5
83b8f261-5abc-4251-ae95-8cd56b3300ca|Entrevista con el vampiro|1|movistarplus|451|4.4|5
029607ae-ceb7-4fa4-953d-4054daebdedf|Rocco y sus hermanos|1|movistarplus|11|2.7|5
7e77022c-df33-4eb9-bf83-3f91b3ed9d53|Inland Empire|1|movistarplus|87|3.8|5
2bcc1450-f4bb-46cd-bb7e-2faab30d9f9c|La vida privada de Sherlock Holmes|1|movistarplus|82|3.4|5
a58e9c79-401f-47a9-a69c-afa9774f3346|El señor de la guerra|1|movistarplus|10|2.4|5
c86d85fd-464f-45b3-9e05-e4257fff81f5|Equipo Marshall|1|movistarplus|153|3.7|5
2fefb77c-66b4-4b6a-b77b-a0366ae231fa|Terminator Salvation|1|movistarplus|95|3.3|5
6a16e2a3-3bda-4457-a55f-cb82c5a6c052|Un plan perfecto|1|movistarplus|197|3.2|5
85482384-de13-4370-ac12-367e82ee17d3|El reino de los cielos|1|movistarplus|542|4.0|5
c18d9231-d3e3-4dc2-b900-c14dbb679c18|Las aventuras de Sharkboy y Lavagirl en 3-D|1|movistarplus|19|3.2|5
558efde4-c841-417c-a131-b46dd69c3080|Black Rain|1|movistarplus|126|3.6|5
7b53e3a6-bd29-425e-ad31-9e1fc039920a|El libro negro|1|movistarplus|227|3.9|5
119ad320-f9d0-4b91-946c-7991f0bea6b3|Decisión final|1|movistarplus|514|3.9|5
b86a70ee-9f30-4cee-b789-f10b5192cb2d|Peso pesado|1|movistarplus|67|3.5|5
00835526-27af-4980-9d4d-2debb885d52c|Boys Don't Cry|1|movistarplus|17|3.6|5
496e7d46-0ce3-42e6-8ffb-297ee0aee0ab|Giro al infierno|1|movistarplus|7|3.4|5
97800ae6-c7df-460f-9b92-f6b39c816963|Speed Racer|1|movistarplus|67|3.1|5
e65bff63-5042-403d-8ff2-3f78416472e1|Mr. Turner|1|movistarplus|349|3.1|5
0da3ab34-1576-43f4-8fce-d98ba458b5bc|Tren de noche a Lisboa|1|movistarplus|105|3.9|5
2a9a30fc-7e03-4ac4-86ba-408abd4148c5|Arma letal 4|1|movistarplus|220|3.5|5
6e37fc0e-acf5-46a1-8241-63fd52b21fb1|Una pistola en cada mano|1|movistarplus|79|3.4|5
14798a9d-206a-4b8e-ac4a-e043ba698655|Harry el sucio|1|movistarplus|203|4.1|5
1671af68-afe6-40b1-98f4-abe409d34db5|Misterioso asesinato en Manhattan|1|movistarplus|464|3.9|5
dc9bca9f-71ea-4a76-ade4-b7f0b7bc194d|El hombre de las mil caras|1|movistarplus|1152|3.9|5
f2cb9a12-b46c-4b7b-ba5d-f0e119a82bb3|Horizontes de grandeza|1|movistarplus|73|3.4|5
0e487c3d-c221-48c8-b299-652378902d45|Katmandú, un espejo en el cielo|1|movistarplus|41|3.2|5
aa1a93cf-0b0b-4517-afdf-5a5f853546c1|Hijos de un dios menor|1|movistarplus|24|3.2|5
81a99dd8-8fa6-472b-9b6f-b1c787fb22b4|Primer|1|movistarplus|43|3.7|5
c42c66b7-08e1-45f3-aec9-d13aad7de7aa|Nunca juegues con extraños|1|movistarplus|148|3.3|5
1c11d1ab-fa1d-489a-b878-45ab423f7200|No me olvides|1|movistarplus|61|3.3|5
2ef5f6b9-fd29-4d7e-a933-87a5cda6a32f|Las amistades peligrosas|1|movistarplus|233|3.7|5
78b67b75-8d08-42ee-9d60-aa9c319db83e|En un lugar sin ley|1|movistarplus|112|3.4|5
c171c330-b019-4b6e-865e-4d3ab0c24c43|Mistress America|1|movistarplus|77|3.2|5
e9b954b8-5cb4-4dbf-a493-96a641c4008b|The Damned United|1|movistarplus|50|3.8|5
00e2f532-fbc3-443b-9f4b-7e86a4961b42|Quantum of Solace|1|movistarplus|194|3.7|5
5e7ecf09-df78-4595-bc8b-ca0c0086d178|Superdetective en Hollywood|1|movistarplus|82|3.3|5
32dd39a3-a8f3-42e9-b77c-91a50c0a09ae|Un otoño sin Berlín|1|movistarplus|329|3.3|5
488b2a83-fd98-4b23-b936-0ecb5ca49c73|El bailarín del desierto|1|movistarplus|100|3.2|5
7d8e33da-bb0c-4ce4-92cb-52e200495754|La muerte tenía un precio|1|movistarplus|33|3.4|5
57949d49-31f3-4bc4-ba51-74e3b5ef9b77|In the Loop|1|movistarplus|97|3.5|5
1d150804-ade8-438a-b71d-607430300cf7|Misericordia: Los casos del Departamento Q|1|movistarplus|627|4.0|5
d20fd65c-05bb-4bf4-943a-5be92ab361d0|El secreto de vivir|1|movistarplus|6|3.3|5
44b2adc6-d165-4e71-8f39-3ddf15b7a49b|El otro lado de la cama|1|movistarplus|697|3.1|5
7098c860-fd6e-48a6-9158-85fc71b80e40|Recuerda|1|movistarplus|48|3.3|5
298fd9d4-715a-4d05-9240-4f322e8e89f2|Hitchcock|1|movistarplus|130|3.4|5
6b886418-2528-4d13-9e9a-2dc2253129d6|Luz que agoniza|1|movistarplus|4|1.0|5
9a892a42-1d22-415f-9184-3d3a8c303ce4|Van Helsing|1|movistarplus|153|3.4|5
adfc71a6-04c3-4313-8504-da8708998929|Florence Foster Jenkins|1|movistarplus|399|3.4|5
2b3707ac-d55b-4c79-85bc-9b68ada4f9ae|El atardecer|1|movistarplus|15|3.1|5
07c563c0-4f87-4930-928b-d633eef77602|La maldición (The Grudge)|1|movistarplus|225|3.5|5
a85ceb5f-4db6-4fd3-a37d-9b7a5c942925|Otra Tierra|1|movistarplus|47|2.8|5
1bb4321c-50d4-4b99-aaca-d4afff56b6e8|X-Men: La decisión final|1|movistarplus|190|3.6|5
d1009318-f4a3-448a-a913-3ecf05858ef4|Red de mentiras|1|movistarplus|724|3.8|5
05877db8-88d3-4717-b456-cf55461d8900|Dragón: La vida de Bruce Lee|1|movistarplus|78|3.8|5
cf1b2555-d4a2-4a4c-96c7-48c513716faa|Días de vino y rosas|1|movistarplus|101|3.6|5
dbd2145d-fb8b-4846-a538-1e248ed51f1e|Money Monster|1|movistarplus|815|3.5|5
a1f8174d-4a19-413c-aaf3-84120d1a9426|Arrugas|1|movistarplus|3|5.0|5
86e0f345-eb8f-4f5d-9065-c4b3dc6b594a|Uno para todas 2|1|movistarplus|28|2.9|5
d952e641-502a-47ac-954f-5bf98dbaf631|El juego de Ender|1|movistarplus|76|3.7|5
dcde3b38-5d00-40f7-a845-2f8de0cf2358|Fred Claus, el hermano gamberro de Santa Claus|1|movistarplus|92|3.5|5
31f06cac-cee4-4c6f-8d00-ec0fc5685696|Frequency|1|movistarplus|219|3.9|5
919c1c25-413c-4936-b795-4616b32aa26d|Cantinflas|1|movistarplus|104|3.3|5
001aa740-7497-49fd-bfae-be97942c0ea2|Almas de metal|1|movistarplus|124|3.3|5
d949bcc7-ca2c-4e42-b8b3-364cfed4e647|Jóvenes ocultos|1|movistarplus|107|4.2|5
b55fe94c-298a-4bcc-b4e4-1a44d6cc35f1|Un chihuahua en Beverly Hills|1|movistarplus|109|2.9|5
d84a7f22-ba8b-49ea-82ee-9f51f76cbaff|Un hombre lobo americano en Londres|1|movistarplus|46|3.6|5
a580a824-4cf5-4e7a-a775-cb02443318c0|El Rey León 2 - El tesoro de Simba|1|movistarplus|58|3.4|5
6a94ed5a-6e10-489d-b4cb-4c338786d58f|Insidious: Capítulo 3|1|movistarplus|506|3.5|5
32ba6952-b1b0-4d10-9de8-1388acd5d4e9|La pantera rosa 2|1|movistarplus|167|3.5|5
02883305-c786-4fb0-8955-879b8f4884ec|Underworld: La rebelión de los licántropos|1|movistarplus|132|3.8|5
05a5a051-e40c-4953-b9ac-11ba63d40e31|Marathon Man|1|movistarplus|91|3.4|5
d325d9e8-7647-46cb-936e-8a08d1f9d9db|Nunca es tarde|1|movistarplus|121|3.8|5
541293ea-7abc-4361-8b70-455920131612|Náufragos|1|movistarplus|34|2.6|5
810b054f-43a7-48bd-b657-d92e34eff484|En el calor de la noche|1|movistarplus|133|3.3|5
19c6c086-c3ae-4387-b46f-b1743f66716b|Educación siberiana|1|movistarplus|5|3.0|5
64656645-02e4-4423-9052-a1f1a07c42e6|Tristán & Isolda|1|movistarplus|29|3.1|5
c378f1aa-5ed3-4eeb-b53c-c68972eae9d4|Zoolander: Un descerebrado de moda|1|movistarplus|377|3.3|5
fb142352-7fc4-4288-a0d1-be1e6064211f|La sombra del diablo|1|movistarplus|288|3.2|5
108ccc96-c024-45dc-ac7c-21f072d4c324|Vientos de La Habana|1|movistarplus|249|3.5|5
