DblPrecio|DtmFechaExtraccion|DtmFechaHoraLlegadaIda|DtmFechaHoraLlegadaVuelta|DtmFechaHoraSalidaIda|DtmFechaHoraSalidaVuelta|DtmFechaLlegadaIda|DtmFechaLlegadaVuelta|DtmFechaSalidaIda|DtmFechaSalidaVuelta|IntAdultos|IntIdDestino|IntIdFranjaHorariaIda|IntIdFranjaHorariaVuelta|IntIdFuente|IntIdOrigen|IntIdTipoTransporte|IntNinos|StrDestino|StrDuracionIda|StrDuracionTotal|StrDuracionVuelta|StrEmpresa|StrFranjaHorariaIda|StrFranjaHorariaVuelta|StrFuente|StrHoraLlegadaIda|StrHoraLlegadaVuelta|StrHoraSalidaIda|StrHoraSalidaVuelta|StrOrigen|StrTipoTransporte|_id
318.0|2018-11-26T23:00:00.000Z|2018-12-07T07:00:00.000Z|2018-12-09T21:40:00.000Z|2018-12-07T05:45:00.000Z|2018-12-09T20:25:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|1|4|1|22|1|0|Madrid|1h 15m|2h 30m|1h 15m|Iberia,Iberia|de 00:00 a 7:59|de 20:00 a 23:59|Skyscanner|08:00|22:40|06:45|21:25|Jerez|Avión|5bfd1c90f44f319b3f00d082
273.0|2018-11-26T23:00:00.000Z|2018-12-07T17:55:00.000Z|2018-12-09T21:40:00.000Z|2018-12-07T16:40:00.000Z|2018-12-09T20:25:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|3|4|1|22|1|0|Madrid|1h 15m|2h 30m|1h 15m|Iberia,Iberia|de 15:00 a 19:59|de 20:00 a 23:59|Skyscanner|18:55|22:40|17:40|21:25|Jerez|Avión|5bfd1c90f44f319b3f00d083
232.0|2018-11-26T23:00:00.000Z|2018-12-07T09:06:00.000Z|2018-12-09T11:10:00.000Z|2018-12-07T05:17:00.000Z|2018-12-09T07:30:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|1|2|2|22|2|0|Madrid|3 h. 49 min.|7h 29m|3 h. 40 min.|Renfe|de 00:00 a 7:59|de 08:00 a 14:59|Renfe|10:06|12:10|06:17|08:30|Jerez|Tren|5bfc56a9f44f319b3ffed808
232.0|2018-11-26T23:00:00.000Z|2018-12-07T09:06:00.000Z|2018-12-09T21:07:00.000Z|2018-12-07T05:17:00.000Z|2018-12-09T17:35:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|1|3|2|22|2|0|Madrid|3 h. 49 min.|7h 21m|3 h. 32 min.|Renfe|de 00:00 a 7:59|de 15:00 a 19:59|Renfe|10:06|22:07|06:17|18:35|Jerez|Tren|5bfc56a9f44f319b3ffed809
228.8|2018-11-26T23:00:00.000Z|2018-12-07T11:36:00.000Z|2018-12-09T11:10:00.000Z|2018-12-07T07:50:00.000Z|2018-12-09T07:30:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|2|2|2|22|2|0|Madrid|3 h. 46 min.|7h 26m|3 h. 40 min.|Renfe|de 08:00 a 14:59|de 08:00 a 14:59|Renfe|12:36|12:10|08:50|08:30|Jerez|Tren|5bfc56a9f44f319b3ffed80a
228.8|2018-11-26T23:00:00.000Z|2018-12-07T11:36:00.000Z|2018-12-09T21:07:00.000Z|2018-12-07T07:50:00.000Z|2018-12-09T17:35:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|2|3|2|22|2|0|Madrid|3 h. 46 min.|7h 18m|3 h. 32 min.|Renfe|de 08:00 a 14:59|de 15:00 a 19:59|Renfe|12:36|22:07|08:50|18:35|Jerez|Tren|5bfc56a9f44f319b3ffed80b
213.8|2018-11-26T23:00:00.000Z|2018-12-07T22:52:00.000Z|2018-12-09T11:10:00.000Z|2018-12-07T18:14:00.000Z|2018-12-09T07:30:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|3|2|2|22|2|0|Madrid|4 h. 38 min.|8h 18m|3 h. 40 min.|Renfe|de 15:00 a 19:59|de 08:00 a 14:59|Renfe|23:52|12:10|19:14|08:30|Jerez|Tren|5bfc56a9f44f319b3ffed80c
213.8|2018-11-26T23:00:00.000Z|2018-12-07T22:52:00.000Z|2018-12-09T21:07:00.000Z|2018-12-07T18:14:00.000Z|2018-12-09T17:35:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|3|3|2|22|2|0|Madrid|4 h. 38 min.|8h 10m|3 h. 32 min.|Renfe|de 15:00 a 19:59|de 15:00 a 19:59|Renfe|23:52|22:07|19:14|18:35|Jerez|Tren|5bfc56a9f44f319b3ffed80d
148.0|2018-11-26T23:00:00.000Z|2018-12-07T16:40:01.000Z|2018-12-09T12:00:01.000Z|2018-12-07T11:00:00.000Z|2018-12-09T06:20:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|2|1|4|22|5|0|Madrid|5h 40m|11h 20m|5h 40m|Blablacar|de 08:00 a 14:59|de 00:00 a 7:59|Blablacar|17:40|13:00|12:00|07:20|Jerez|Blablacar|5bfcabaef44f319b3f000e06
135.0|2018-11-26T23:00:00.000Z|2018-12-07T16:40:01.000Z|2018-12-09T16:40:01.000Z|2018-12-07T11:00:00.000Z|2018-12-09T11:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|2|2|4|22|5|0|Madrid|5h 40m|11h 20m|5h 40m|Blablacar|de 08:00 a 14:59|de 08:00 a 14:59|Blablacar|17:40|17:40|12:00|12:00|Jerez|Blablacar|5bfcabaef44f319b3f000e09
132.0|2018-11-26T23:00:00.000Z|2018-12-07T11:40:01.000Z|2018-12-09T12:00:01.000Z|2018-12-07T06:00:00.000Z|2018-12-09T06:20:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|1|1|4|22|5|0|Madrid|5h 40m|11h 20m|5h 40m|Blablacar|de 00:00 a 7:59|de 00:00 a 7:59|Blablacar|12:40|13:00|07:00|07:20|Jerez|Blablacar|5bfcabaef44f319b3f000e05
132.0|2018-11-26T23:00:00.000Z|2018-12-07T19:40:01.000Z|2018-12-09T12:00:01.000Z|2018-12-07T14:00:00.000Z|2018-12-09T06:20:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|3|1|4|22|5|0|Madrid|5h 40m|11h 20m|5h 40m|Blablacar|de 15:00 a 19:59|de 00:00 a 7:59|Blablacar|20:40|13:00|15:00|07:20|Jerez|Blablacar|5bfcabaef44f319b3f000e07
128.0|2018-11-26T23:00:00.000Z|2018-12-07T16:40:01.000Z|2018-12-09T20:40:01.000Z|2018-12-07T11:00:00.000Z|2018-12-09T15:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|2|3|4|22|5|0|Madrid|5h 40m|11h 20m|5h 40m|Blablacar|de 08:00 a 14:59|de 15:00 a 19:59|Blablacar|17:40|21:40|12:00|16:00|Jerez|Blablacar|5bfcabaef44f319b3f000e0c
119.0|2018-11-26T23:00:00.000Z|2018-12-07T11:40:01.000Z|2018-12-09T16:40:01.000Z|2018-12-07T06:00:00.000Z|2018-12-09T11:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|1|2|4|22|5|0|Madrid|5h 40m|11h 20m|5h 40m|Blablacar|de 00:00 a 7:59|de 08:00 a 14:59|Blablacar|12:40|17:40|07:00|12:00|Jerez|Blablacar|5bfcabaef44f319b3f000e08
119.0|2018-11-26T23:00:00.000Z|2018-12-07T19:40:01.000Z|2018-12-09T16:40:01.000Z|2018-12-07T14:00:00.000Z|2018-12-09T11:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|3|2|4|22|5|0|Madrid|5h 40m|11h 20m|5h 40m|Blablacar|de 15:00 a 19:59|de 08:00 a 14:59|Blablacar|20:40|17:40|15:00|12:00|Jerez|Blablacar|5bfcabaef44f319b3f000e0a
112.0|2018-11-26T23:00:00.000Z|2018-12-07T11:40:01.000Z|2018-12-09T20:40:01.000Z|2018-12-07T06:00:00.000Z|2018-12-09T15:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|1|3|4|22|5|0|Madrid|5h 40m|11h 20m|5h 40m|Blablacar|de 00:00 a 7:59|de 15:00 a 19:59|Blablacar|12:40|21:40|07:00|16:00|Jerez|Blablacar|5bfcabaef44f319b3f000e0b
112.0|2018-11-26T23:00:00.000Z|2018-12-07T19:40:01.000Z|2018-12-09T20:40:01.000Z|2018-12-07T14:00:00.000Z|2018-12-09T15:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|3|3|4|22|5|0|Madrid|5h 40m|11h 20m|5h 40m|Blablacar|de 15:00 a 19:59|de 15:00 a 19:59|Blablacar|20:40|21:40|15:00|16:00|Jerez|Blablacar|5bfcabaef44f319b3f000e0d
85.422|2018-11-26T23:00:00.000Z|2018-12-07T10:40:01.000Z|2018-12-09T10:40:01.000Z|2018-12-07T05:00:00.000Z|2018-12-09T05:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|1|1|8|22|3|0|Madrid|5h 40m|11h 20m|5h 40m|Coche propio|de 00:00 a 7:59|de 00:00 a 7:59|Coche Propio|11:40|11:40|06:00|06:00|Jerez|Coche Propio|5bfc80fff44f319b3fff595e
85.422|2018-11-26T23:00:00.000Z|2018-12-07T10:40:01.000Z|2018-12-09T16:40:01.000Z|2018-12-07T05:00:00.000Z|2018-12-09T11:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|1|2|8|22|3|0|Madrid|5h 40m|11h 20m|5h 40m|Coche propio|de 00:00 a 7:59|de 08:00 a 14:59|Coche Propio|11:40|17:40|06:00|12:00|Jerez|Coche Propio|5bfc80fff44f319b3fff595f
85.422|2018-11-26T23:00:00.000Z|2018-12-07T10:40:01.000Z|2018-12-09T22:40:01.000Z|2018-12-07T05:00:00.000Z|2018-12-09T17:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|1|3|8|22|3|0|Madrid|5h 40m|11h 20m|5h 40m|Coche propio|de 00:00 a 7:59|de 15:00 a 19:59|Coche Propio|11:40|23:40|06:00|18:00|Jerez|Coche Propio|5bfc80fff44f319b3fff5960
85.422|2018-11-26T23:00:00.000Z|2018-12-07T16:40:01.000Z|2018-12-09T10:40:01.000Z|2018-12-07T11:00:00.000Z|2018-12-09T05:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|2|1|8|22|3|0|Madrid|5h 40m|11h 20m|5h 40m|Coche propio|de 08:00 a 14:59|de 00:00 a 7:59|Coche Propio|17:40|11:40|12:00|06:00|Jerez|Coche Propio|5bfc80fff44f319b3fff5962
85.422|2018-11-26T23:00:00.000Z|2018-12-07T16:40:01.000Z|2018-12-09T16:40:01.000Z|2018-12-07T11:00:00.000Z|2018-12-09T11:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|2|2|8|22|3|0|Madrid|5h 40m|11h 20m|5h 40m|Coche propio|de 08:00 a 14:59|de 08:00 a 14:59|Coche Propio|17:40|17:40|12:00|12:00|Jerez|Coche Propio|5bfc80fff44f319b3fff5963
85.422|2018-11-26T23:00:00.000Z|2018-12-07T16:40:01.000Z|2018-12-09T22:40:01.000Z|2018-12-07T11:00:00.000Z|2018-12-09T17:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|2|3|8|22|3|0|Madrid|5h 40m|11h 20m|5h 40m|Coche propio|de 08:00 a 14:59|de 15:00 a 19:59|Coche Propio|17:40|23:40|12:00|18:00|Jerez|Coche Propio|5bfc80fff44f319b3fff5964
85.422|2018-11-26T23:00:00.000Z|2018-12-07T22:40:01.000Z|2018-12-09T10:40:01.000Z|2018-12-07T17:00:00.000Z|2018-12-09T05:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|3|1|8|22|3|0|Madrid|5h 40m|11h 20m|5h 40m|Coche propio|de 15:00 a 19:59|de 00:00 a 7:59|Coche Propio|23:40|11:40|18:00|06:00|Jerez|Coche Propio|5bfc80fff44f319b3fff5966
85.422|2018-11-26T23:00:00.000Z|2018-12-07T22:40:01.000Z|2018-12-09T16:40:01.000Z|2018-12-07T17:00:00.000Z|2018-12-09T11:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|3|2|8|22|3|0|Madrid|5h 40m|11h 20m|5h 40m|Coche propio|de 15:00 a 19:59|de 08:00 a 14:59|Coche Propio|23:40|17:40|18:00|12:00|Jerez|Coche Propio|5bfc80fff44f319b3fff5967
85.422|2018-11-26T23:00:00.000Z|2018-12-07T22:40:01.000Z|2018-12-09T22:40:01.000Z|2018-12-07T17:00:00.000Z|2018-12-09T17:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|3|3|8|22|3|0|Madrid|5h 40m|11h 20m|5h 40m|Coche propio|de 15:00 a 19:59|de 15:00 a 19:59|Coche Propio|23:40|23:40|18:00|18:00|Jerez|Coche Propio|5bfc80fff44f319b3fff5968
85.422|2018-11-26T23:00:00.000Z|2018-12-08T01:40:01.000Z|2018-12-09T10:40:01.000Z|2018-12-07T20:00:00.000Z|2018-12-09T05:00:00.000Z|2018-12-07T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|4|1|8|22|3|0|Madrid|5h 40m|11h 20m|5h 40m|Coche propio|de 20:00 a 23:59|de 00:00 a 7:59|Coche Propio|02:40|11:40|21:00|06:00|Jerez|Coche Propio|5bfc80fff44f319b3fff596a
85.422|2018-11-26T23:00:00.000Z|2018-12-08T01:40:01.000Z|2018-12-09T16:40:01.000Z|2018-12-07T20:00:00.000Z|2018-12-09T11:00:00.000Z|2018-12-07T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|4|2|8|22|3|0|Madrid|5h 40m|11h 20m|5h 40m|Coche propio|de 20:00 a 23:59|de 08:00 a 14:59|Coche Propio|02:40|17:40|21:00|12:00|Jerez|Coche Propio|5bfc80fff44f319b3fff596b
85.422|2018-11-26T23:00:00.000Z|2018-12-08T01:40:01.000Z|2018-12-09T22:40:01.000Z|2018-12-07T20:00:00.000Z|2018-12-09T17:00:00.000Z|2018-12-07T23:00:00.000Z|2018-12-08T23:00:00.000Z|2018-12-06T23:00:00.000Z|2018-12-08T23:00:00.000Z|2|1|4|3|8|22|3|0|Madrid|5h 40m|11h 20m|5h 40m|Coche propio|de 20:00 a 23:59|de 15:00 a 19:59|Coche Propio|02:40|23:40|21:00|18:00|Jerez|Coche Propio|5bfc80fff44f319b3fff596c
126.0|2018-11-26T23:00:00.000Z|2018-12-01T00:40:01.000Z|2018-12-03T00:40:01.000Z|2018-11-30T19:00:00.000Z|2018-12-02T19:00:00.000Z|2018-11-30T23:00:00.000Z|2018-12-02T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|4|4|4|22|5|0|Madrid|5h 40m|11h 20m|5h 40m|Blablacar|de 20:00 a 23:59|de 20:00 a 23:59|Blablacar|01:40|01:40|20:00|20:00|Jerez|Blablacar|5bfcabaef44f319b3f000e04
119.0|2018-11-26T23:00:00.000Z|2018-11-30T06:40:01.000Z|2018-12-03T00:40:01.000Z|2018-11-30T01:00:00.000Z|2018-12-02T19:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-02T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|1|4|4|22|5|0|Madrid|5h 40m|11h 20m|5h 40m|Blablacar|de 00:00 a 7:59|de 20:00 a 23:59|Blablacar|07:40|01:40|02:00|20:00|Jerez|Blablacar|5bfcabaef44f319b3f000e01
119.0|2018-11-26T23:00:00.000Z|2018-11-30T12:40:01.000Z|2018-12-03T00:40:01.000Z|2018-11-30T07:00:00.000Z|2018-12-02T19:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-02T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|2|4|4|22|5|0|Madrid|5h 40m|11h 20m|5h 40m|Blablacar|de 08:00 a 14:59|de 20:00 a 23:59|Blablacar|13:40|01:40|08:00|20:00|Jerez|Blablacar|5bfcabaef44f319b3f000e02
109.0|2018-11-26T23:00:00.000Z|2018-11-30T19:40:01.000Z|2018-12-03T00:40:01.000Z|2018-11-30T14:00:00.000Z|2018-12-02T19:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-02T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|3|4|4|22|5|0|Madrid|5h 40m|11h 20m|5h 40m|Blablacar|de 15:00 a 19:59|de 20:00 a 23:59|Blablacar|20:40|01:40|15:00|20:00|Jerez|Blablacar|5bfcabaef44f319b3f000e03
98.0|2018-11-26T23:00:00.000Z|2018-12-01T00:40:01.000Z|2018-12-02T23:10:42.000Z|2018-11-30T19:00:00.000Z|2018-12-02T17:30:41.000Z|2018-11-30T23:00:00.000Z|2018-12-02T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|4|3|4|22|5|0|Madrid|5h 40m|11h 20m|5h 40m|Blablacar|de 20:00 a 23:59|de 15:00 a 19:59|Blablacar|01:40|00:10|20:00|18:30|Jerez|Blablacar|5bfcabaef44f319b3f000e00
91.0|2018-11-26T23:00:00.000Z|2018-11-30T06:40:01.000Z|2018-12-02T23:10:42.000Z|2018-11-30T01:00:00.000Z|2018-12-02T17:30:41.000Z|2018-11-29T23:00:00.000Z|2018-12-02T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|1|3|4|22|5|0|Madrid|5h 40m|11h 20m|5h 40m|Blablacar|de 00:00 a 7:59|de 15:00 a 19:59|Blablacar|07:40|00:10|02:00|18:30|Jerez|Blablacar|5bfcabaef44f319b3f000dfd
91.0|2018-11-26T23:00:00.000Z|2018-11-30T12:40:01.000Z|2018-12-02T23:10:42.000Z|2018-11-30T07:00:00.000Z|2018-12-02T17:30:41.000Z|2018-11-29T23:00:00.000Z|2018-12-02T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|2|3|4|22|5|0|Madrid|5h 40m|11h 20m|5h 40m|Blablacar|de 08:00 a 14:59|de 15:00 a 19:59|Blablacar|13:40|00:10|08:00|18:30|Jerez|Blablacar|5bfcabaef44f319b3f000dfe
85.422|2018-11-26T23:00:00.000Z|2018-11-30T10:40:01.000Z|2018-12-03T01:40:01.000Z|2018-11-30T05:00:00.000Z|2018-12-02T20:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-02T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|1|4|8|22|3|0|Madrid|5h 40m|11h 20m|5h 40m|Coche propio|de 00:00 a 7:59|de 20:00 a 23:59|Coche Propio|11:40|02:40|06:00|21:00|Jerez|Coche Propio|5bfc80faf44f319b3fff2b41
85.422|2018-11-26T23:00:00.000Z|2018-11-30T16:40:01.000Z|2018-12-03T01:40:01.000Z|2018-11-30T11:00:00.000Z|2018-12-02T20:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-02T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|2|4|8|22|3|0|Madrid|5h 40m|11h 20m|5h 40m|Coche propio|de 08:00 a 14:59|de 20:00 a 23:59|Coche Propio|17:40|02:40|12:00|21:00|Jerez|Coche Propio|5bfc80faf44f319b3fff2b45
85.422|2018-11-26T23:00:00.000Z|2018-11-30T22:40:01.000Z|2018-12-03T01:40:01.000Z|2018-11-30T17:00:00.000Z|2018-12-02T20:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-02T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|3|4|8|22|3|0|Madrid|5h 40m|11h 20m|5h 40m|Coche propio|de 15:00 a 19:59|de 20:00 a 23:59|Coche Propio|23:40|02:40|18:00|21:00|Jerez|Coche Propio|5bfc80faf44f319b3fff2b49
85.422|2018-11-26T23:00:00.000Z|2018-12-01T01:40:01.000Z|2018-12-03T01:40:01.000Z|2018-11-30T20:00:00.000Z|2018-12-02T20:00:00.000Z|2018-11-30T23:00:00.000Z|2018-12-02T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|4|4|8|22|3|0|Madrid|5h 40m|11h 20m|5h 40m|Coche propio|de 20:00 a 23:59|de 20:00 a 23:59|Coche Propio|02:40|02:40|21:00|21:00|Jerez|Coche Propio|5bfc80faf44f319b3fff2b4d
81.0|2018-11-26T23:00:00.000Z|2018-11-30T19:40:01.000Z|2018-12-02T23:10:42.000Z|2018-11-30T14:00:00.000Z|2018-12-02T17:30:41.000Z|2018-11-29T23:00:00.000Z|2018-12-02T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|3|3|4|22|5|0|Madrid|5h 40m|11h 20m|5h 40m|Blablacar|de 15:00 a 19:59|de 15:00 a 19:59|Blablacar|20:40|00:10|15:00|18:30|Jerez|Blablacar|5bfcabaef44f319b3f000dff
1041.0|2018-11-26T23:00:00.000Z|2018-11-30T17:55:00.000Z|2018-12-02T11:45:00.000Z|2018-11-30T16:40:00.000Z|2018-12-02T10:30:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|3|2|1|22|1|0|Madrid|1h 15m|2h 30m|1h 15m|Iberia,Iberia|de 15:00 a 19:59|de 08:00 a 14:59|Skyscanner|18:55|12:45|17:40|11:30|Jerez|Avión|5bfd1c90f44f319b3f00d074
1041.0|2018-11-26T23:00:00.000Z|2018-11-30T17:55:00.000Z|2018-12-02T16:00:00.000Z|2018-11-30T16:40:00.000Z|2018-12-02T14:45:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|3|3|1|22|1|0|Madrid|1h 15m|2h 30m|1h 15m|Iberia,Iberia|de 15:00 a 19:59|de 15:00 a 19:59|Skyscanner|18:55|17:00|17:40|15:45|Jerez|Avión|5bfd1c90f44f319b3f00d078
1040.0|2018-11-26T23:00:00.000Z|2018-11-30T17:55:00.000Z|2018-12-02T13:10:00.000Z|2018-11-30T16:40:00.000Z|2018-12-02T06:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|3|1|1|22|1|0|Madrid|1h 15m|8h 25m|7h 10m|Iberia,Vueling Airlines|de 15:00 a 19:59|de 00:00 a 7:59|Skyscanner|18:55|14:10|17:40|07:00|Jerez|Avión|5bfd1c90f44f319b3f00d075
919.0|2018-11-26T23:00:00.000Z|2018-11-30T17:55:00.000Z|2018-12-02T21:40:00.000Z|2018-11-30T16:40:00.000Z|2018-12-02T20:25:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|3|4|1|22|1|0|Madrid|1h 15m|2h 30m|1h 15m|Iberia,Iberia|de 15:00 a 19:59|de 20:00 a 23:59|Skyscanner|18:55|22:40|17:40|21:25|Jerez|Avión|5bfd1c90f44f319b3f00d079
723.0|2018-11-26T23:00:00.000Z|2018-11-30T10:55:00.000Z|2018-12-02T13:10:00.000Z|2018-11-30T09:45:00.000Z|2018-12-02T06:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|2|1|1|22|1|0|Madrid|1h 10m|8h 20m|7h 10m|Air Nostrum,Vueling Airlines|de 08:00 a 14:59|de 00:00 a 7:59|Skyscanner|11:55|14:10|10:45|07:00|Jerez|Avión|5bfd1c90f44f319b3f00d072
627.0|2018-11-26T23:00:00.000Z|2018-11-30T10:55:00.000Z|2018-12-02T11:45:00.000Z|2018-11-30T09:45:00.000Z|2018-12-02T10:30:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|2|2|1|22|1|0|Madrid|1h 10m|2h 25m|1h 15m|Air Nostrum,Iberia|de 08:00 a 14:59|de 08:00 a 14:59|Skyscanner|11:55|12:45|10:45|11:30|Jerez|Avión|5bfd1c90f44f319b3f00d076
627.0|2018-11-26T23:00:00.000Z|2018-11-30T10:55:00.000Z|2018-12-02T16:00:00.000Z|2018-11-30T09:45:00.000Z|2018-12-02T14:45:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2018-11-29T23:00:00.000Z|2018-12-01T23:00:00.000Z|2|1|2|3|1|22|1|0|Madrid|1h 10m|2h 25m|1h 15m|Air Nostrum,Iberia|de 08:00 a 14:59|de 15:00 a 19:59|Skyscanner|11:55|17:00|10:45|15:45|Jerez|Avión|5bfd1c90f44f319b3f00d077
